run,champion,runner_up
95334,Spain,Argentina
95335,France,Argentina
95336,Argentina,France
95337,Argentina,Spain
95338,France,Argentina
95339,France,Argentina
95340,Argentina,France
95341,France,Argentina
95342,France,Argentina
95343,Argentina,France
95344,Argentina,France
95345,France,England
95346,France,Argentina
95347,Argentina,Spain
95348,France,Argentina
95349,Argentina,Spain
95350,Argentina,France
95351,France,England
95352,Spain,Argentina
95353,Argentina,France
95354,France,Argentina
95355,Argentina,Spain
95356,England,France
95357,Argentina,Spain
95358,Argentina,France
95359,Argentina,France
95360,France,England
95361,Argentina,France
95362,Argentina,France
95363,Argentina,France
95364,Argentina,France
95365,Argentina,Spain
95366,Spain,Argentina
95367,Argentina,France
95368,France,Argentina
95369,Argentina,Spain
95370,Spain,Argentina
95371,Argentina,France
95372,Argentina,France
95373,Spain,Argentina
95374,France,Argentina
95375,Spain,Argentina
95376,France,Argentina
95377,Spain,England
95378,Spain,Argentina
95379,Argentina,Spain
95380,England,France
95381,Argentina,Spain
95382,Spain,England
95383,Spain,Argentina
95384,Argentina,France
95385,France,Argentina
95386,France,Argentina
95387,France,Argentina
95388,France,England
95389,England,Spain
95390,France,Argentina
95391,Argentina,Spain
95392,France,Argentina
95393,France,Argentina
95394,Spain,Argentina
95395,France,England
95396,Argentina,France
95397,Spain,Argentina
95398,Argentina,Spain
95399,France,Argentina
95400,Argentina,Spain
95401,Argentina,Spain
95402,France,Argentina
95403,Argentina,France
95404,Argentina,France
95405,Argentina,Spain
95406,Argentina,Spain
95407,Spain,England
95408,France,Argentina
95409,France,Argentina
95410,Spain,Argentina
95411,Argentina,France
95412,Spain,Argentina
95413,France,Argentina
95414,France,England
95415,France,England
95416,Argentina,France
95417,Argentina,France
95418,England,France
95419,Argentina,France
95420,Argentina,Spain
95421,France,Argentina
95422,Spain,Argentina
95423,Argentina,France
95424,Argentina,France
95425,Spain,Argentina
95426,Argentina,France
95427,Argentina,Spain
95428,Argentina,Spain
95429,France,Argentina
95430,France,Argentina
95431,Argentina,Spain
95432,Argentina,France
95433,Argentina,France
95434,Argentina,Spain
95435,Argentina,France
95436,Spain,Argentina
95437,Argentina,Spain
95438,France,England
95439,France,Argentina
95440,France,Argentina
95441,Argentina,France
95442,Argentina,Spain
95443,Argentina,Spain
95444,Spain,England
95445,Argentina,France
95446,Argentina,France
95447,Spain,England
95448,Spain,Argentina
95449,Argentina,France
95450,Argentina,Spain
95451,France,Argentina
95452,France,Argentina
95453,Argentina,Spain
95454,Argentina,France
95455,France,Argentina
95456,Argentina,France
95457,Argentina,France
95458,Argentina,Spain
95459,Argentina,Spain
95460,Spain,Argentina
95461,France,Argentina
95462,France,Argentina
95463,Argentina,Spain
95464,Spain,Argentina
95465,France,Argentina
95466,Spain,Argentina
95467,France,England
95468,Argentina,Spain
95469,Argentina,Spain
95470,Spain,Argentina
95471,Argentina,France
95472,France,England
95473,Argentina,Spain
95474,Spain,Argentina
95475,England,Spain
95476,Argentina,France
95477,Argentina,Spain
95478,Argentina,Spain
95479,France,Argentina
95480,Spain,England
95481,Spain,Argentina
95482,Argentina,France
95483,Argentina,France
95484,Argentina,Spain
95485,Argentina,France
95486,Argentina,Spain
95487,Argentina,France
95488,Argentina,France
95489,England,Spain
95490,France,Argentina
95491,England,France
95492,France,Argentina
95493,France,Argentina
95494,Argentina,France
95495,France,England
95496,Spain,Argentina
95497,Argentina,Spain
95498,Spain,Argentina
95499,England,France
95500,Argentina,Spain
95501,Spain,England
95502,Argentina,France
95503,Argentina,France
95504,Argentina,Spain
95505,Argentina,France
95506,Argentina,France
95507,Argentina,France
95508,Argentina,Spain
95509,England,Spain
95510,France,England
95511,Argentina,France
95512,France,England
95513,France,England
95514,Argentina,France
95515,Argentina,Spain
95516,Spain,Argentina
95517,France,Argentina
95518,Argentina,Spain
95519,Argentina,France
95520,Argentina,Spain
95521,Argentina,France
95522,Argentina,Spain
95523,France,Argentina
95524,Argentina,France
95525,Spain,Argentina
95526,Argentina,France
95527,Argentina,Spain
95528,Argentina,France
95529,Argentina,Spain
95530,Argentina,Spain
95531,France,Argentina
95532,Spain,Argentina
95533,Argentina,France
95534,Argentina,Spain
95535,Spain,Argentina
95536,France,Argentina
95537,Spain,England
95538,England,France
95539,France,Argentina
95540,France,Argentina
95541,Argentina,France
95542,France,Argentina
95543,Spain,England
95544,Argentina,France
95545,France,England
95546,Argentina,France
95547,Spain,England
95548,Argentina,France
95549,Argentina,France
95550,Argentina,France
95551,Argentina,France
95552,Argentina,France
95553,Argentina,France
95554,England,Spain
95555,Spain,Argentina
95556,Argentina,France
95557,Argentina,Spain
95558,France,Argentina
95559,Spain,England
95560,France,Argentina
95561,Argentina,France
95562,Argentina,Spain
95563,Argentina,France
95564,England,Spain
95565,Argentina,France
95566,France,Argentina
95567,Argentina,France
95568,Argentina,France
95569,Argentina,France
95570,Argentina,Spain
95571,France,Argentina
95572,Spain,England
95573,Argentina,Spain
95574,Argentina,France
95575,Argentina,Spain
95576,France,Argentina
95577,France,Argentina
95578,France,Argentina
95579,Argentina,France
95580,Argentina,Spain
95581,Argentina,Spain
95582,France,Argentina
95583,Argentina,Spain
95584,Argentina,Spain
95585,Argentina,France
95586,France,Argentina
95587,Argentina,France
95588,France,Argentina
95589,Argentina,Spain
95590,Spain,Argentina
95591,Argentina,France
95592,France,Argentina
95593,Argentina,France
95594,Argentina,Spain
95595,Argentina,Spain
95596,Argentina,Spain
95597,England,France
95598,Argentina,France
95599,Argentina,Spain
95600,Spain,Argentina
95601,England,Spain
95602,Argentina,Spain
95603,France,England
95604,Spain,Argentina
95605,Argentina,France
95606,Argentina,France
95607,England,France
95608,Argentina,Spain
95609,Argentina,Spain
95610,Argentina,Spain
95611,Argentina,France
95612,England,France
95613,England,France
95614,England,Spain
95615,England,Spain
95616,Argentina,France
95617,Argentina,Spain
95618,Argentina,Spain
95619,France,Argentina
95620,Argentina,Spain
95621,Argentina,France
95622,Spain,Argentina
95623,Argentina,France
95624,France,Argentina
95625,France,Argentina
95626,Argentina,Spain
95627,Argentina,France
95628,Argentina,France
95629,France,England
95630,Argentina,France
95631,Argentina,France
95632,Argentina,France
95633,Spain,England
95634,Argentina,Spain
95635,Argentina,France
95636,Argentina,France
95637,France,England
95638,Spain,Argentina
95639,Spain,Argentina
95640,Argentina,France
95641,Argentina,France
95642,Argentina,Spain
95643,Spain,Argentina
95644,France,Argentina
95645,Argentina,Spain
95646,Argentina,Spain
95647,Spain,Argentina
95648,Argentina,Spain
95649,Spain,Argentina
95650,Argentina,Spain
95651,Argentina,France
95652,Spain,England
95653,Argentina,Spain
95654,Spain,Argentina
95655,France,Argentina
95656,Argentina,Spain
95657,Argentina,Spain
95658,Argentina,Spain
95659,Argentina,France
95660,Argentina,France
95661,Spain,Argentina
95662,Argentina,Spain
95663,Argentina,France
95664,Argentina,Spain
95665,Argentina,Spain
95666,France,Argentina
95667,Argentina,France
95668,Argentina,France
95669,Argentina,Spain
95670,Spain,Argentina
95671,Argentina,Spain
95672,Spain,Argentina
95673,Argentina,Spain
95674,Spain,Argentina
95675,Spain,Argentina
95676,Argentina,Spain
95677,Argentina,France
95678,England,France
95679,Argentina,Spain
95680,Argentina,France
95681,Spain,Argentina
95682,Argentina,Spain
95683,England,France
95684,France,Argentina
95685,France,Argentina
95686,Argentina,France
95687,Spain,Argentina
95688,Spain,Argentina
95689,France,Argentina
95690,Spain,Argentina
95691,Argentina,France
95692,Argentina,France
95693,Argentina,Spain
95694,Spain,England
95695,Argentina,Spain
95696,Argentina,France
95697,Spain,Argentina
95698,Spain,Argentina
95699,Argentina,France
95700,Spain,Argentina
95701,Argentina,Spain
95702,France,Argentina
95703,Argentina,France
95704,Argentina,Spain
95705,Argentina,France
95706,Argentina,France
95707,Argentina,France
95708,Argentina,Spain
95709,France,Argentina
95710,France,Argentina
95711,Argentina,France
95712,Spain,Argentina
95713,France,Argentina
95714,France,Argentina
95715,Spain,Argentina
95716,Argentina,France
95717,Spain,Argentina
95718,France,Argentina
95719,France,England
95720,Argentina,Spain
95721,Argentina,Spain
95722,Argentina,France
95723,Spain,Argentina
95724,France,Argentina
95725,Argentina,France
95726,Argentina,France
95727,France,Argentina
95728,Argentina,Spain
95729,Argentina,Spain
95730,Argentina,France
95731,Argentina,Spain
95732,Argentina,France
95733,Argentina,Spain
95734,France,Argentina
95735,Argentina,France
95736,Argentina,Spain
95737,France,Argentina
95738,Argentina,France
95739,Argentina,France
95740,France,England
95741,France,England
95742,France,Argentina
95743,Argentina,France
95744,England,France
95745,Spain,Argentina
95746,Argentina,France
95747,Argentina,Spain
95748,Spain,Argentina
95749,France,Argentina
95750,Argentina,France
95751,England,France
95752,Spain,England
95753,Argentina,France
95754,Spain,England
95755,Argentina,France
95756,England,Spain
95757,Argentina,France
95758,France,England
95759,Argentina,Spain
95760,Argentina,Spain
95761,Spain,Argentina
95762,Argentina,France
95763,Argentina,France
95764,France,Argentina
95765,Argentina,France
95766,Argentina,France
95767,Argentina,Spain
95768,Argentina,France
95769,Argentina,Spain
95770,Spain,Argentina
95771,France,Argentina
95772,Argentina,France
95773,France,England
95774,England,Spain
95775,Argentina,Spain
95776,France,Argentina
95777,Argentina,France
95778,Argentina,France
95779,Argentina,Spain
95780,Spain,England
95781,Argentina,Spain
95782,France,Argentina
95783,Spain,Argentina
95784,Argentina,Spain
95785,France,England
95786,Spain,Argentina
95787,Argentina,France
95788,Argentina,Spain
95789,Argentina,France
95790,Argentina,France
95791,Argentina,Spain
95792,Argentina,Spain
95793,Argentina,Spain
95794,Argentina,France
95795,France,Argentina
95796,Argentina,France
95797,Argentina,Spain
95798,Argentina,France
95799,France,Argentina
95800,Spain,Argentina
95801,Spain,Argentina
95802,Argentina,Spain
95803,Argentina,Spain
95804,France,Argentina
95805,Argentina,France
95806,Argentina,Spain
95807,Argentina,France
95808,Argentina,Spain
95809,France,England
95810,France,Argentina
95811,France,Argentina
95812,Argentina,Spain
95813,Argentina,France
95814,Argentina,Spain
95815,France,England
95816,Argentina,Spain
95817,Argentina,Spain
95818,Argentina,France
95819,France,Argentina
95820,Argentina,France
95821,England,France
95822,France,Argentina
95823,France,England
95824,Argentina,France
95825,Spain,England
95826,France,Argentina
95827,France,Argentina
95828,Spain,Argentina
95829,Argentina,Spain
95830,Argentina,France
95831,France,Argentina
95832,Argentina,Spain
95833,France,Argentina
95834,Argentina,Spain
95835,Argentina,France
95836,Spain,England
95837,Argentina,Spain
95838,Argentina,Spain
95839,France,Argentina
95840,Argentina,France
95841,Argentina,France
95842,Argentina,Spain
95843,England,Spain
95844,France,Argentina
95845,France,Argentina
95846,Argentina,France
95847,France,Argentina
95848,Spain,Argentina
95849,France,Argentina
95850,Argentina,France
95851,France,Argentina
95852,Argentina,Spain
95853,Argentina,France
95854,Argentina,France
95855,Argentina,Spain
95856,Argentina,Spain
95857,Argentina,Spain
95858,Argentina,France
95859,Argentina,France
95860,Argentina,France
95861,France,Argentina
95862,Argentina,France
95863,Argentina,Spain
95864,Argentina,Spain
95865,Argentina,France
95866,England,Spain
95867,Argentina,France
95868,Argentina,France
95869,France,Argentina
95870,Argentina,France
95871,Argentina,Spain
95872,France,Argentina
95873,France,England
95874,France,Argentina
95875,Argentina,Spain
95876,Argentina,Spain
95877,England,Spain
95878,Spain,Argentina
95879,Spain,Argentina
95880,Argentina,Spain
95881,France,Argentina
95882,Argentina,France
95883,France,Argentina
95884,Argentina,Spain
95885,Argentina,France
95886,Spain,Argentina
95887,Argentina,Spain
95888,Argentina,France
95889,Spain,Argentina
95890,Argentina,Spain
95891,Argentina,Spain
95892,Argentina,France
95893,Argentina,France
95894,Argentina,Spain
95895,Argentina,France
95896,Argentina,Spain
95897,France,Argentina
95898,Argentina,France
95899,Spain,Argentina
95900,Argentina,Spain
95901,France,Argentina
95902,France,England
95903,France,Argentina
95904,France,England
95905,England,Spain
95906,Spain,Argentina
95907,Argentina,France
95908,Argentina,Spain
95909,England,France
95910,Argentina,France
95911,Argentina,France
95912,France,Argentina
95913,France,Argentina
95914,France,Argentina
95915,Argentina,France
95916,France,Argentina
95917,Spain,Argentina
95918,France,England
95919,Argentina,Spain
95920,Spain,England
95921,Argentina,Spain
95922,Argentina,France
95923,Spain,Argentina
95924,France,Argentina
95925,Argentina,France
95926,England,Spain
95927,France,Argentina
95928,Spain,England
95929,Argentina,France
95930,Argentina,France
95931,Argentina,France
95932,Argentina,France
95933,Argentina,France
95934,Argentina,Spain
95935,France,Argentina
95936,Argentina,France
95937,Argentina,Spain
95938,Argentina,France
95939,Argentina,France
95940,France,Argentina
95941,England,France
95942,Argentina,Spain
95943,England,France
95944,Argentina,Spain
95945,Argentina,Spain
95946,Argentina,Spain
95947,Argentina,France
95948,France,England
95949,Argentina,France
95950,Argentina,France
95951,Argentina,France
95952,Argentina,France
95953,Argentina,France
95954,France,Argentina
95955,Argentina,Spain
95956,Argentina,France
95957,Argentina,Spain
95958,Spain,England
95959,France,Argentina
95960,Spain,Argentina
95961,Argentina,France
95962,Spain,Argentina
95963,Argentina,Spain
95964,Argentina,Spain
95965,Argentina,France
95966,Argentina,Spain
95967,Argentina,France
95968,Argentina,Spain
95969,France,Argentina
95970,Argentina,France
95971,Spain,Argentina
95972,Argentina,France
95973,France,England
95974,France,Argentina
95975,Argentina,France
95976,Spain,Argentina
95977,Argentina,France
95978,England,France
95979,Spain,Argentina
95980,England,France
95981,France,Argentina
95982,France,Argentina
95983,Argentina,France
95984,Argentina,Spain
95985,Argentina,France
95986,Spain,Argentina
95987,Argentina,France
95988,France,Argentina
95989,Argentina,France
95990,Argentina,France
95991,Argentina,France
95992,Spain,Argentina
95993,Spain,Argentina
95994,Argentina,Spain
95995,England,France
95996,Argentina,France
95997,Argentina,France
95998,France,England
95999,Argentina,Spain
96000,Spain,Argentina
96001,England,France
96002,France,Argentina
96003,Argentina,Spain
96004,Argentina,France
96005,Argentina,Spain
96006,Spain,England
96007,Spain,Argentina
